,epoch,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
265,266,0.75227,0.80524,0.37602,0.77764,0.90117,0.74113,0.83925,0.57753,0.74706,0.61835,0.64442,0.2391,1.1289,1.2775,0.86153,0.80435,0.0047728,0.0047728,0.0047728
266,267,0.77407,0.78584,0.39082,0.78217,0.89504,0.73516,0.83448,0.57443,0.76392,0.62069,0.66242,0.23943,1.1406,1.2832,0.87874,0.80624,0.004753,0.004753,0.004753
267,268,0.75835,0.79935,0.38464,0.77852,0.85901,0.76537,0.84054,0.57818,0.73316,0.64778,0.66854,0.24128,1.1302,1.2868,0.85645,0.80579,0.0047332,0.0047332,0.0047332
268,269,0.753,0.78311,0.38136,0.78358,0.90675,0.73399,0.83819,0.58143,0.77962,0.62737,0.6686,0.24635,1.1374,1.3021,0.85032,0.80323,0.0047134,0.0047134,0.0047134
269,270,0.74637,0.78657,0.37055,0.78804,0.89676,0.7266,0.8297,0.56992,0.78554,0.61823,0.66894,0.24381,1.1376,1.3092,0.8538,0.80324,0.0046936,0.0046936,0.0046936
270,271,0.73305,0.77187,0.36939,0.78164,0.90664,0.7266,0.82918,0.57172,0.79146,0.61694,0.67241,0.24333,1.1236,1.3033,0.84077,0.80329,0.0046738,0.0046738,0.0046738
271,272,0.75592,0.77962,0.37899,0.7896,0.90083,0.73831,0.81902,0.56651,0.76747,0.62808,0.6644,0.23453,1.1281,1.3084,0.88161,0.8038,0.004654,0.004654,0.004654
272,273,0.72764,0.73148,0.36647,0.77992,0.91635,0.72852,0.82399,0.57019,0.78315,0.62315,0.6717,0.23499,1.124,1.3066,0.86281,0.80264,0.0046342,0.0046342,0.0046342
273,274,0.7502,0.74822,0.37504,0.78801,0.91941,0.73059,0.8254,0.57244,0.7761,0.6133,0.64906,0.23073,1.1288,1.3235,0.86946,0.80385,0.0046144,0.0046144,0.0046144
274,275,0.72218,0.71473,0.36661,0.78802,0.91826,0.71945,0.82585,0.57088,0.79903,0.59113,0.65425,0.22695,1.1336,1.3309,0.873,0.80439,0.0045946,0.0045946,0.0045946
275,276,0.75549,0.80566,0.37205,0.78632,0.91745,0.72414,0.82167,0.56969,0.76588,0.60099,0.63802,0.23283,1.1292,1.3188,0.87183,0.80391,0.0045748,0.0045748,0.0045748
276,277,0.76503,0.78462,0.37601,0.78106,0.87702,0.73771,0.82286,0.57109,0.7568,0.59606,0.64323,0.22982,1.1339,1.3041,0.91435,0.80498,0.004555,0.004555,0.004555
277,278,0.76451,0.73932,0.37675,0.78864,0.88577,0.74631,0.82098,0.5697,0.74166,0.62227,0.64198,0.23036,1.13,1.2902,0.90682,0.80505,0.0045352,0.0045352,0.0045352
278,279,0.75706,0.77416,0.38115,0.78483,0.89335,0.72211,0.8202,0.56502,0.75331,0.60172,0.64602,0.2275,1.1264,1.2761,0.89961,0.80434,0.0045154,0.0045154,0.0045154
279,280,0.75764,0.74957,0.37226,0.77919,0.88879,0.70868,0.81548,0.56848,0.79967,0.57389,0.6423,0.23017,1.1273,1.2746,0.90709,0.80304,0.0044956,0.0044956,0.0044956
280,281,0.73425,0.75504,0.36263,0.78067,0.92607,0.69458,0.8225,0.57361,0.78134,0.58621,0.64591,0.2316,1.1251,1.2863,0.88708,0.80265,0.0044758,0.0044758,0.0044758
281,282,0.75273,0.7898,0.37286,0.78715,0.92472,0.69458,0.82537,0.57365,0.79607,0.58867,0.64676,0.22892,1.1126,1.2945,0.86076,0.80265,0.004456,0.004456,0.004456
282,283,0.71257,0.73502,0.35553,0.78387,0.92598,0.7087,0.82618,0.57449,0.78769,0.60311,0.65759,0.2316,1.1148,1.2931,0.86277,0.80302,0.0044362,0.0044362,0.0044362
283,284,0.73388,0.75886,0.36513,0.78135,0.91699,0.7069,0.82488,0.57061,0.76043,0.58621,0.64794,0.23048,1.1254,1.3107,0.84205,0.80321,0.0044164,0.0044164,0.0044164
284,285,0.73431,0.75779,0.36088,0.7825,0.92923,0.69704,0.82087,0.56313,0.76893,0.57635,0.6385,0.22573,1.1298,1.3213,0.87688,0.80306,0.0043966,0.0043966,0.0043966
285,286,0.75431,0.74077,0.37158,0.78243,0.9099,0.70197,0.81671,0.55619,0.73578,0.57143,0.61688,0.22108,1.1363,1.3319,0.8904,0.80285,0.0043768,0.0043768,0.0043768
286,287,0.72522,0.70734,0.36099,0.78137,0.93158,0.69458,0.8139,0.55712,0.7534,0.56439,0.61385,0.21138,1.1381,1.3416,0.87655,0.80328,0.004357,0.004357,0.004357
287,288,0.72494,0.7093,0.35863,0.78527,0.93647,0.68979,0.81039,0.55699,0.76614,0.56485,0.62204,0.21356,1.1399,1.3319,0.89446,0.80409,0.0043372,0.0043372,0.0043372
288,289,0.73456,0.73768,0.35589,0.78353,0.91363,0.7069,0.81605,0.56384,0.75243,0.5839,0.6288,0.22189,1.1365,1.3258,0.91667,0.80413,0.0043174,0.0043174,0.0043174
289,290,0.72792,0.75385,0.35694,0.78653,0.92009,0.71429,0.81796,0.5665,0.76032,0.58867,0.62646,0.22711,1.1481,1.3043,0.91388,0.80634,0.0042976,0.0042976,0.0042976
290,291,0.71689,0.77388,0.36328,0.78816,0.92038,0.7118,0.81074,0.56131,0.77451,0.57635,0.62487,0.22488,1.144,1.302,0.92028,0.80697,0.0042778,0.0042778,0.0042778
291,292,0.72921,0.75605,0.35943,0.79087,0.89915,0.7027,0.80802,0.56045,0.73607,0.59113,0.62818,0.22517,1.1376,1.2925,0.92947,0.80609,0.004258,0.004258,0.004258
292,293,0.72248,0.6899,0.35939,0.78331,0.92307,0.69951,0.81303,0.56532,0.73921,0.59344,0.62744,0.22565,1.1313,1.2962,0.92347,0.80544,0.0042382,0.0042382,0.0042382
293,294,0.73158,0.71736,0.36395,0.78686,0.93156,0.69704,0.81728,0.56392,0.76694,0.57389,0.62854,0.22605,1.1307,1.3129,0.89149,0.80527,0.0042184,0.0042184,0.0042184
294,295,0.72153,0.76017,0.3602,0.77325,0.9281,0.70197,0.82227,0.57067,0.72935,0.59113,0.63129,0.22196,1.1278,1.3014,0.89048,0.80447,0.0041986,0.0041986,0.0041986
295,296,0.71556,0.73355,0.3568,0.78431,0.92545,0.70325,0.82879,0.57415,0.75798,0.57389,0.63245,0.22607,1.1179,1.2916,0.8809,0.80388,0.0041788,0.0041788,0.0041788
296,297,0.73745,0.72035,0.36116,0.78676,0.90084,0.71607,0.8285,0.57619,0.7514,0.59606,0.64444,0.23075,1.1107,1.2871,0.88885,0.80371,0.004159,0.004159,0.004159
297,298,0.72654,0.74921,0.35907,0.78062,0.90899,0.72167,0.82853,0.57713,0.74851,0.60114,0.63661,0.23516,1.1102,1.2822,0.89633,0.80341,0.0041392,0.0041392,0.0041392
298,299,0.71285,0.70951,0.35849,0.78291,0.90348,0.71921,0.8259,0.57542,0.75922,0.60099,0.64185,0.23528,1.1047,1.2797,0.88763,0.80366,0.0041194,0.0041194,0.0041194
299,300,0.73062,0.74515,0.35843,0.7732,0.90779,0.72748,0.83051,0.57489,0.75768,0.61084,0.64192,0.23238,1.1005,1.2747,0.86026,0.80359,0.0040996,0.0040996,0.0040996
300,301,0.70751,0.7022,0.35841,0.78379,0.91223,0.71677,0.83165,0.5747,0.76506,0.60157,0.6429,0.23113,1.1084,1.2927,0.86147,0.80457,0.0040798,0.0040798,0.0040798
301,302,0.7304,0.76001,0.35871,0.7786,0.91519,0.72167,0.83204,0.57788,0.76522,0.60345,0.63467,0.22997,1.1075,1.3075,0.86813,0.80503,0.00406,0.00406,0.00406
302,303,0.72764,0.74118,0.35428,0.78882,0.89768,0.73472,0.8303,0.58047,0.75327,0.61576,0.64471,0.23183,1.1054,1.3178,0.87514,0.8046,0.0040402,0.0040402,0.0040402
303,304,0.72,0.72318,0.35174,0.78451,0.92138,0.72162,0.82952,0.58132,0.75556,0.60143,0.63886,0.23012,1.1025,1.3338,0.87847,0.80393,0.0040204,0.0040204,0.0040204
304,305,0.69592,0.67142,0.3444,0.78186,0.91961,0.71675,0.82741,0.58652,0.77402,0.60345,0.66067,0.23727,1.1047,1.3442,0.87987,0.80431,0.0040006,0.0040006,0.0040006
305,306,0.69838,0.72519,0.34975,0.77952,0.91092,0.73041,0.82608,0.58496,0.7588,0.61215,0.64699,0.23582,1.0994,1.3364,0.86181,0.80295,0.0039808,0.0039808,0.0039808
306,307,0.7094,0.70091,0.36444,0.77929,0.92058,0.7423,0.82784,0.5848,0.76656,0.6147,0.64575,0.23445,1.109,1.3433,0.86623,0.80282,0.003961,0.003961,0.003961
307,308,0.69497,0.70934,0.34485,0.77963,0.90869,0.74631,0.82969,0.58554,0.76056,0.60837,0.64638,0.23225,1.1127,1.3368,0.87137,0.80336,0.0039412,0.0039412,0.0039412
308,309,0.71303,0.72235,0.35369,0.78584,0.9001,0.73233,0.82829,0.58212,0.7623,0.60033,0.64469,0.23267,1.1167,1.336,0.87876,0.80294,0.0039214,0.0039214,0.0039214
309,310,0.6957,0.71469,0.34595,0.77871,0.91609,0.72609,0.82825,0.58379,0.76695,0.60793,0.64906,0.23698,1.1177,1.3279,0.8634,0.80302,0.0039016,0.0039016,0.0039016
310,311,0.71948,0.72853,0.34931,0.77589,0.92054,0.73153,0.8295,0.58293,0.7667,0.60837,0.64772,0.23602,1.1158,1.3144,0.88073,0.80303,0.0038818,0.0038818,0.0038818
311,312,0.71196,0.72006,0.35848,0.77653,0.91974,0.73389,0.82825,0.57943,0.77144,0.61084,0.64764,0.23141,1.1171,1.3084,0.90737,0.80297,0.003862,0.003862,0.003862
312,313,0.68706,0.70424,0.33981,0.77757,0.90781,0.7266,0.82422,0.57871,0.76019,0.61084,0.65292,0.23081,1.1247,1.3158,0.9286,0.80318,0.0038422,0.0038422,0.0038422
313,314,0.70651,0.70437,0.35821,0.7812,0.91596,0.72481,0.82556,0.57539,0.77184,0.61657,0.66026,0.23249,1.1247,1.3297,0.93981,0.8033,0.0038224,0.0038224,0.0038224
314,315,0.69782,0.7128,0.34385,0.78081,0.90494,0.72691,0.82655,0.57478,0.76626,0.61366,0.66322,0.22938,1.1232,1.3432,0.94372,0.80303,0.0038026,0.0038026,0.0038026
315,316,0.71129,0.70425,0.3605,0.78023,0.89534,0.73645,0.82908,0.57512,0.77433,0.62541,0.67059,0.2292,1.1285,1.36,0.93829,0.80355,0.0037828,0.0037828,0.0037828
316,317,0.70947,0.76264,0.34955,0.78066,0.90057,0.74138,0.82867,0.57586,0.77467,0.61816,0.66186,0.23121,1.1202,1.357,0.93015,0.80296,0.003763,0.003763,0.003763
317,318,0.69673,0.67645,0.34301,0.78184,0.91326,0.73892,0.82866,0.57926,0.78328,0.633,0.67321,0.2359,1.1125,1.3484,0.89114,0.80262,0.0037432,0.0037432,0.0037432
318,319,0.71475,0.69043,0.35148,0.78433,0.90811,0.73022,0.82964,0.57717,0.77427,0.6133,0.65959,0.23133,1.1116,1.3562,0.88105,0.80224,0.0037234,0.0037234,0.0037234
319,320,0.71664,0.68157,0.34562,0.77643,0.90809,0.73008,0.8319,0.5821,0.76876,0.61823,0.66093,0.23171,1.1137,1.3575,0.87466,0.80259,0.0037036,0.0037036,0.0037036
320,321,0.69044,0.71184,0.33898,0.775,0.91318,0.73645,0.83148,0.58017,0.77612,0.62562,0.66588,0.23018,1.1226,1.3627,0.88449,0.80326,0.0036838,0.0036838,0.0036838
321,322,0.70862,0.7339,0.34839,0.77601,0.91365,0.74138,0.83117,0.5805,0.77402,0.62808,0.66391,0.23057,1.1227,1.3662,0.91385,0.80335,0.003664,0.003664,0.003664
322,323,0.69902,0.70244,0.33988,0.77667,0.92741,0.74631,0.83394,0.58018,0.78796,0.633,0.66127,0.22931,1.1291,1.3646,0.91422,0.80345,0.0036442,0.0036442,0.0036442
323,324,0.67621,0.68791,0.33579,0.7856,0.92915,0.74291,0.83318,0.58043,0.78816,0.63233,0.65747,0.22694,1.128,1.3805,0.90219,0.80335,0.0036244,0.0036244,0.0036244
324,325,0.68661,0.70044,0.33737,0.77866,0.92154,0.74631,0.83239,0.57682,0.7745,0.62808,0.64692,0.22306,1.1177,1.3722,0.85913,0.80191,0.0036046,0.0036046,0.0036046
325,326,0.6847,0.73717,0.3422,0.77676,0.92003,0.7368,0.83148,0.57727,0.78171,0.62625,0.65851,0.22647,1.1189,1.3804,0.84189,0.80235,0.0035848,0.0035848,0.0035848
326,327,0.70217,0.70133,0.34438,0.78076,0.92856,0.73632,0.83318,0.57982,0.78294,0.62191,0.65501,0.22566,1.1205,1.3824,0.86682,0.80321,0.003565,0.003565,0.003565
327,328,0.72483,0.71441,0.36013,0.77984,0.93262,0.73399,0.83602,0.58166,0.78235,0.61976,0.65741,0.22867,1.1221,1.3915,0.85271,0.80381,0.0035452,0.0035452,0.0035452
328,329,0.69973,0.72727,0.34991,0.777,0.92746,0.73645,0.83752,0.58341,0.78194,0.62069,0.65612,0.22978,1.1185,1.3961,0.85592,0.80451,0.0035254,0.0035254,0.0035254
329,330,0.68838,0.70224,0.34456,0.77947,0.92767,0.74384,0.8355,0.5819,0.7777,0.62041,0.64977,0.23015,1.1273,1.3931,0.86503,0.80693,0.0035056,0.0035056,0.0035056
330,331,0.67549,0.66157,0.33465,0.7752,0.92327,0.74097,0.83554,0.57999,0.77279,0.61994,0.6529,0.23451,1.1215,1.3816,0.85876,0.80613,0.0034858,0.0034858,0.0034858
331,332,0.67368,0.70366,0.33611,0.77895,0.93751,0.7266,0.83676,0.57925,0.78844,0.61084,0.65848,0.23604,1.1227,1.3807,0.86225,0.80571,0.003466,0.003466,0.003466
332,333,0.68806,0.71382,0.33585,0.7779,0.93546,0.72906,0.84055,0.58234,0.79277,0.61248,0.66139,0.23961,1.1162,1.3868,0.86242,0.80537,0.0034462,0.0034462,0.0034462
333,334,0.68937,0.68462,0.33387,0.78302,0.93645,0.72594,0.83821,0.57925,0.79699,0.61576,0.66142,0.23466,1.1216,1.3884,0.8761,0.80445,0.0034264,0.0034264,0.0034264
334,335,0.67927,0.66803,0.33129,0.77298,0.94199,0.71675,0.83735,0.5807,0.7882,0.60496,0.65041,0.23375,1.1158,1.3703,0.8719,0.80513,0.0034066,0.0034066,0.0034066
335,336,0.66649,0.67982,0.33229,0.77707,0.91646,0.72951,0.83788,0.58316,0.77024,0.60278,0.65251,0.23648,1.1159,1.3893,0.8842,0.80491,0.0033868,0.0033868,0.0033868
336,337,0.66843,0.68661,0.33782,0.78051,0.91878,0.72906,0.83966,0.58487,0.76312,0.60099,0.65044,0.23681,1.1157,1.3844,0.86291,0.8046,0.003367,0.003367,0.003367
337,338,0.6796,0.68981,0.32405,0.78055,0.91737,0.7266,0.83811,0.58222,0.78064,0.60837,0.65369,0.23447,1.1195,1.381,0.85701,0.80475,0.0033472,0.0033472,0.0033472
338,339,0.6587,0.64494,0.32283,0.77443,0.92222,0.73014,0.83871,0.58597,0.77462,0.60952,0.64881,0.23255,1.1174,1.3802,0.85031,0.80458,0.0033274,0.0033274,0.0033274
339,340,0.65935,0.658,0.32014,0.77418,0.93303,0.72058,0.84049,0.58731,0.78392,0.60345,0.65149,0.23436,1.118,1.3846,0.85503,0.80429,0.0033076,0.0033076,0.0033076
340,341,0.70264,0.68917,0.33769,0.77824,0.93548,0.72167,0.84217,0.58663,0.78197,0.60345,0.65197,0.23526,1.1154,1.3837,0.84916,0.80409,0.0032878,0.0032878,0.0032878
341,342,0.65425,0.65253,0.3263,0.77836,0.93345,0.72555,0.84479,0.59131,0.78025,0.60591,0.65463,0.23698,1.113,1.3833,0.82702,0.80306,0.003268,0.003268,0.003268
342,343,0.68572,0.69169,0.33278,0.77773,0.92561,0.73551,0.84126,0.5879,0.77408,0.60763,0.6517,0.23452,1.1184,1.3862,0.81518,0.80377,0.0032482,0.0032482,0.0032482
343,344,0.66312,0.65367,0.32,0.77723,0.91833,0.74775,0.84159,0.58862,0.76478,0.62315,0.65718,0.23877,1.1114,1.3826,0.82027,0.80322,0.0032284,0.0032284,0.0032284
344,345,0.68443,0.71069,0.33447,0.77762,0.90507,0.75148,0.84084,0.59079,0.75378,0.62587,0.65545,0.23668,1.1104,1.3829,0.83397,0.80241,0.0032086,0.0032086,0.0032086
345,346,0.65134,0.66388,0.32851,0.76917,0.91558,0.74801,0.84001,0.59026,0.76545,0.62315,0.65474,0.23483,1.1088,1.3862,0.84632,0.80201,0.0031888,0.0031888,0.0031888
346,347,0.66505,0.67515,0.33102,0.77644,0.91398,0.74631,0.83985,0.58876,0.76618,0.62562,0.64824,0.23277,1.1059,1.385,0.86252,0.80197,0.003169,0.003169,0.003169
347,348,0.67562,0.66996,0.3428,0.77942,0.91055,0.75214,0.83829,0.58901,0.76486,0.633,0.64878,0.23475,1.1049,1.3874,0.85911,0.80213,0.0031492,0.0031492,0.0031492
348,349,0.67139,0.71112,0.32802,0.78071,0.90462,0.74757,0.83932,0.58912,0.7612,0.6281,0.65695,0.2388,1.1063,1.3908,0.84207,0.8025,0.0031294,0.0031294,0.0031294
349,350,0.65725,0.64061,0.32704,0.78075,0.90463,0.74759,0.83967,0.58671,0.76209,0.62808,0.65662,0.23679,1.1065,1.3789,0.83833,0.80347,0.0031096,0.0031096,0.0031096
350,351,0.67458,0.69058,0.32595,0.77729,0.92048,0.74384,0.8393,0.58442,0.77309,0.62808,0.65897,0.2378,1.1154,1.4022,0.85478,0.80302,0.0030898,0.0030898,0.0030898
351,352,0.67044,0.70526,0.33903,0.77847,0.90447,0.74626,0.8376,0.58102,0.77908,0.6254,0.66425,0.23723,1.1198,1.4015,0.85806,0.80307,0.00307,0.00307,0.00307
352,353,0.66547,0.66292,0.32598,0.77948,0.90206,0.74861,0.83529,0.58168,0.76674,0.63054,0.66195,0.23568,1.1185,1.3964,0.86092,0.80257,0.0030502,0.0030502,0.0030502
353,354,0.67462,0.67581,0.32558,0.77006,0.89512,0.73892,0.83414,0.58223,0.76492,0.62808,0.65574,0.23624,1.115,1.3918,0.86031,0.80237,0.0030304,0.0030304,0.0030304
354,355,0.66168,0.65093,0.32155,0.77983,0.91712,0.73592,0.83585,0.58464,0.76218,0.62315,0.65453,0.23547,1.1187,1.3916,0.85333,0.80247,0.0030106,0.0030106,0.0030106
355,356,0.66908,0.6703,0.3255,0.78114,0.90411,0.73892,0.83626,0.58501,0.75112,0.61699,0.65174,0.23674,1.1199,1.3864,0.85492,0.80256,0.0029908,0.0029908,0.0029908
356,357,0.66086,0.67581,0.31759,0.77897,0.90399,0.74138,0.83572,0.58644,0.75287,0.63031,0.64943,0.23479,1.1153,1.3742,0.85269,0.80249,0.002971,0.002971,0.002971
357,358,0.65129,0.64376,0.31506,0.77245,0.90148,0.74376,0.83597,0.58887,0.74256,0.62069,0.64874,0.23287,1.1167,1.3679,0.85799,0.80257,0.0029512,0.0029512,0.0029512
358,359,0.66514,0.64795,0.32772,0.77904,0.89964,0.74877,0.83711,0.5884,0.74803,0.62562,0.65886,0.23492,1.1158,1.3633,0.85823,0.80267,0.0029314,0.0029314,0.0029314
359,360,0.67245,0.67712,0.32424,0.78313,0.90657,0.75123,0.8367,0.58687,0.74748,0.62562,0.65021,0.23213,1.1142,1.3563,0.85579,0.80264,0.0029116,0.0029116,0.0029116
360,361,0.66087,0.67684,0.31478,0.782,0.91591,0.75117,0.83619,0.58884,0.74843,0.63054,0.64205,0.22685,1.1156,1.348,0.85886,0.80221,0.0028918,0.0028918,0.0028918
361,362,0.65276,0.67361,0.31619,0.77905,0.91605,0.75123,0.83652,0.58717,0.75435,0.62021,0.64377,0.22469,1.1137,1.3377,0.85695,0.80222,0.002872,0.002872,0.002872
362,363,0.65822,0.64146,0.31316,0.78535,0.92104,0.74704,0.83925,0.58944,0.76313,0.61896,0.64734,0.22689,1.1099,1.3346,0.85216,0.80232,0.0028522,0.0028522,0.0028522
363,364,0.65949,0.70571,0.32045,0.77915,0.91529,0.74513,0.83805,0.58677,0.76691,0.624,0.65547,0.22907,1.1077,1.3318,0.85791,0.80246,0.0028324,0.0028324,0.0028324
364,365,0.66138,0.66683,0.31454,0.77838,0.90995,0.74668,0.83846,0.59032,0.76418,0.62069,0.65104,0.23124,1.1015,1.329,0.87146,0.80213,0.0028126,0.0028126,0.0028126
365,366,0.65429,0.648,0.31817,0.77255,0.90184,0.74673,0.83847,0.59158,0.76428,0.6133,0.64975,0.23059,1.1052,1.3298,0.86566,0.80199,0.0027928,0.0027928,0.0027928
366,367,0.64371,0.67414,0.30914,0.77418,0.90429,0.74472,0.83618,0.59136,0.76217,0.61567,0.64745,0.22984,1.1037,1.3315,0.86007,0.80183,0.002773,0.002773,0.002773
367,368,0.65075,0.66244,0.31647,0.77665,0.91541,0.7463,0.83455,0.58901,0.76629,0.62184,0.65015,0.23043,1.1043,1.3312,0.86965,0.80231,0.0027532,0.0027532,0.0027532
368,369,0.64019,0.67069,0.31866,0.77754,0.90867,0.74631,0.83432,0.59063,0.76406,0.62215,0.6505,0.23031,1.1025,1.3311,0.86672,0.80265,0.0027334,0.0027334,0.0027334
